,wifi1,wifi2,wifi3,wifi4,wifi5,wifi6,wifi7,room
1359,-48,-51,-53,-48,-64,-81,-79,3
1360,-49,-58,-49,-51,-59,-89,-79,3
1361,-51,-55,-56,-49,-58,-84,-84,3
1362,-50,-51,-51,-49,-63,-79,-80,3
1363,-52,-57,-53,-47,-57,-80,-83,3
1364,-50,-52,-55,-49,-64,-80,-86,3
1367,-46,-53,-53,-43,-59,-83,-78,3
1368,-49,-62,-52,-49,-63,-82,-83,3
1369,-48,-57,-53,-43,-64,-81,-85,3
1370,-49,-53,-50,-45,-64,-74,-85,3
1371,-48,-54,-56,-49,-66,-81,-80,3
1372,-49,-53,-55,-52,-57,-86,-86,3
1373,-51,-52,-53,-51,-59,-86,-78,3
1374,-48,-52,-49,-52,-63,-79,-77,3
1375,-46,-52,-51,-55,-60,-80,-76,3
1376,-50,-52,-49,-45,-64,-76,-78,3
1377,-52,-51,-47,-49,-64,-80,-78,3
1378,-47,-53,-50,-52,-65,-80,-78,3
1379,-49,-54,-50,-52,-60,-85,-88,3
1381,-53,-56,-55,-51,-62,-78,-82,3
1382,-52,-54,-49,-52,-58,-81,-82,3
1383,-48,-58,-54,-46,-66,-85,-88,3
1384,-51,-55,-59,-51,-58,-87,-81,3
1385,-49,-56,-57,-51,-65,-87,-81,3
1387,-50,-49,-57,-49,-61,-82,-86,3
1388,-49,-47,-51,-52,-62,-89,-80,3
1389,-52,-53,-57,-52,-57,-83,-83,3
1391,-49,-56,-45,-42,-66,-83,-80,3
1392,-49,-50,-55,-60,-61,-78,-81,3
1394,-47,-57,-50,-45,-60,-82,-84,3
1395,-50,-54,-51,-46,-63,-79,-84,3
1397,-51,-53,-57,-51,-60,-76,-79,3
1399,-49,-54,-52,-52,-63,-83,-85,3
1400,-51,-55,-46,-54,-63,-84,-79,3
1402,-48,-57,-52,-51,-62,-86,-81,3
1403,-49,-49,-53,-45,-58,-87,-89,3
1404,-50,-51,-54,-43,-66,-78,-78,3
1405,-49,-53,-51,-42,-63,-79,-88,3
1406,-49,-57,-51,-44,-57,-85,-79,3
1407,-51,-52,-58,-49,-60,-84,-74,3
1408,-50,-56,-47,-52,-58,-88,-76,3
1409,-52,-48,-52,-54,-63,-78,-80,3
1410,-53,-50,-50,-49,-61,-83,-84,3
1415,-45,-51,-50,-51,-57,-80,-79,3
1416,-49,-56,-47,-50,-58,-77,-84,3
1417,-47,-58,-51,-43,-65,-80,-80,3
1418,-47,-54,-56,-47,-62,-78,-83,3
1419,-49,-55,-53,-48,-61,-79,-78,3
1420,-47,-57,-52,-44,-67,-78,-75,3
1422,-46,-56,-60,-46,-65,-84,-85,3
1423,-51,-55,-53,-50,-63,-79,-86,3
1424,-46,-48,-53,-49,-59,-80,-78,3
1425,-46,-58,-53,-48,-60,-79,-79,3
1427,-49,-49,-47,-50,-59,-79,-88,3
1428,-49,-53,-50,-54,-62,-77,-82,3
1429,-52,-54,-55,-55,-60,-74,-78,3
1430,-48,-56,-49,-52,-60,-82,-73,3
1431,-54,-57,-53,-54,-62,-77,-75,3
1432,-48,-54,-49,-59,-63,-78,-80,3
1433,-52,-53,-50,-52,-63,-84,-88,3
1436,-46,-56,-54,-51,-62,-80,-79,3
1437,-47,-58,-50,-55,-64,-76,-74,3
1438,-48,-47,-52,-56,-61,-77,-77,3
1439,-49,-50,-50,-45,-64,-79,-77,3
1440,-47,-51,-56,-50,-60,-78,-80,3
1442,-48,-47,-51,-52,-60,-74,-79,3
1443,-47,-51,-54,-50,-64,-75,-82,3
1444,-49,-52,-53,-49,-64,-77,-83,3
1445,-45,-56,-55,-46,-68,-79,-78,3
1446,-46,-58,-54,-48,-63,-78,-75,3
1447,-51,-51,-59,-46,-60,-80,-82,3
1450,-52,-51,-53,-54,-68,-88,-84,3
1451,-51,-62,-53,-51,-64,-86,-79,3
1452,-51,-51,-54,-53,-59,-86,-85,3
1453,-50,-68,-48,-56,-63,-80,-77,3
1454,-48,-52,-54,-52,-63,-80,-77,3
1455,-52,-53,-54,-49,-63,-85,-79,3
1456,-51,-54,-54,-54,-62,-85,-78,3
1457,-54,-54,-55,-52,-61,-86,-78,3
1458,-52,-54,-54,-51,-63,-87,-78,3
1459,-52,-53,-56,-49,-62,-83,-80,3
1460,-47,-56,-54,-51,-63,-81,-86,3
1461,-51,-57,-54,-55,-62,-87,-81,3
1462,-49,-54,-52,-56,-60,-85,-73,3
1464,-46,-47,-47,-50,-65,-79,-84,3
1466,-48,-47,-50,-53,-61,-82,-79,3
1467,-47,-56,-57,-52,-62,-79,-87,3
1468,-51,-55,-50,-53,-62,-78,-84,3
1469,-51,-58,-59,-52,-64,-78,-84,3
1470,-53,-62,-57,-49,-61,-88,-87,3
1473,-51,-54,-54,-55,-58,-88,-85,3
1474,-49,-58,-50,-56,-64,-81,-81,3
1475,-48,-58,-50,-53,-62,-81,-87,3
1476,-48,-51,-54,-51,-58,-80,-77,3
1477,-48,-54,-53,-51,-61,-77,-80,3
1479,-49,-53,-52,-52,-64,-74,-84,3
1483,-48,-53,-51,-43,-64,-74,-77,3
1485,-49,-52,-48,-48,-59,-79,-78,3
1486,-49,-51,-50,-53,-64,-79,-78,3
1487,-53,-54,-56,-52,-63,-81,-85,3
1489,-51,-56,-51,-47,-62,-79,-85,3
1490,-48,-55,-53,-51,-63,-82,-86,3
1491,-50,-57,-59,-43,-62,-76,-78,3
1492,-50,-53,-52,-50,-61,-79,-83,3
1493,-47,-58,-56,-51,-70,-81,-86,3
1494,-52,-57,-52,-52,-70,-87,-77,3
1495,-52,-60,-51,-54,-61,-86,-87,3
1496,-55,-60,-50,-55,-63,-88,-87,3
1497,-55,-60,-51,-53,-63,-85,-87,3
1501,-61,-52,-49,-56,-46,-84,-83,4
1502,-55,-50,-51,-61,-48,-82,-79,4
1503,-61,-52,-43,-60,-47,-89,-85,4
1504,-58,-59,-44,-57,-54,-82,-89,4
1506,-59,-51,-56,-59,-51,-87,-86,4
1507,-59,-52,-56,-59,-51,-89,-84,4
1510,-59,-53,-57,-60,-51,-89,-95,4
1511,-59,-54,-59,-60,-50,-87,-86,4
1512,-59,-53,-56,-59,-51,-87,-89,4
1514,-59,-57,-56,-61,-52,-86,-85,4
1515,-60,-54,-54,-60,-64,-88,-88,4
1518,-59,-52,-56,-58,-55,-88,-87,4
1519,-59,-52,-55,-60,-55,-87,-88,4
1520,-59,-51,-54,-59,-55,-87,-88,4
1521,-59,-51,-55,-59,-53,-88,-88,4
1522,-59,-56,-55,-59,-54,-87,-88,4
1523,-59,-52,-55,-59,-55,-88,-85,4
1525,-59,-50,-55,-59,-54,-88,-87,4
1526,-59,-50,-55,-59,-53,-86,-87,4
1527,-59,-50,-59,-59,-55,-85,-87,4
1528,-59,-51,-55,-59,-54,-87,-88,4
1529,-59,-51,-57,-59,-53,-87,-92,4
1530,-59,-53,-56,-60,-53,-85,-86,4
1531,-59,-53,-57,-62,-55,-88,-85,4
1532,-58,-52,-57,-60,-52,-86,-88,4
1534,-59,-52,-57,-60,-54,-91,-89,4
1535,-59,-52,-55,-59,-52,-88,-87,4
1537,-57,-51,-56,-57,-50,-88,-86,4
1540,-59,-51,-56,-58,-51,-95,-84,4
1543,-59,-50,-57,-59,-51,-87,-85,4
1544,-59,-51,-57,-59,-52,-87,-86,4
1545,-59,-50,-57,-61,-51,-85,-86,4
1546,-59,-51,-54,-60,-50,-87,-86,4
1547,-59,-51,-57,-59,-51,-89,-86,4
1548,-59,-51,-56,-61,-50,-86,-86,4
1549,-59,-50,-57,-60,-49,-91,-86,4
1550,-59,-51,-57,-60,-49,-87,-88,4
1551,-59,-53,-55,-60,-51,-87,-87,4
1552,-59,-52,-57,-58,-50,-86,-88,4
1553,-59,-52,-57,-60,-49,-86,-88,4
1554,-60,-53,-59,-59,-53,-86,-86,4
1555,-57,-52,-56,-62,-52,-92,-85,4
1556,-56,-51,-43,-59,-47,-83,-89,4
1558,-56,-58,-48,-60,-51,-85,-85,4
1559,-63,-58,-52,-59,-51,-88,-94,4
1560,-57,-61,-53,-59,-52,-87,-89,4
1561,-58,-61,-52,-61,-53,-85,-88,4
1562,-57,-57,-51,-60,-53,-85,-89,4
1563,-57,-60,-49,-61,-54,-85,-88,4
1564,-57,-61,-56,-60,-53,-86,-86,4
1565,-58,-54,-52,-61,-53,-85,-89,4
1566,-55,-56,-47,-54,-49,-81,-79,4
1567,-58,-55,-55,-54,-49,-78,-79,4
1568,-63,-54,-50,-55,-50,-85,-79,4
1569,-58,-55,-53,-59,-52,-81,-84,4
1570,-59,-59,-52,-60,-51,-87,-86,4
1571,-57,-55,-57,-59,-48,-85,-84,4
1572,-59,-57,-53,-58,-55,-85,-86,4
1573,-59,-59,-52,-59,-53,-87,-87,4
1576,-58,-59,-56,-60,-50,-86,-83,4
1577,-57,-57,-54,-58,-56,-84,-87,4
1578,-55,-56,-48,-60,-55,-84,-84,4
1579,-52,-61,-48,-60,-51,-80,-80,4
1581,-55,-53,-51,-62,-56,-85,-87,4
1582,-58,-55,-51,-66,-54,-86,-85,4
1583,-58,-53,-49,-60,-48,-86,-91,4
1584,-55,-48,-49,-62,-55,-86,-91,4
1587,-62,-62,-49,-66,-47,-93,-80,4
1590,-63,-56,-53,-60,-49,-88,-88,4
1591,-61,-58,-54,-63,-47,-88,-81,4
1592,-63,-57,-52,-64,-52,-88,-93,4
1593,-64,-58,-50,-65,-50,-91,-85,4
1594,-66,-57,-55,-64,-52,-91,-87,4
1595,-61,-55,-54,-69,-53,-84,-89,4
1596,-61,-61,-50,-64,-51,-84,-89,4
1597,-60,-60,-51,-64,-53,-87,-87,4
1598,-62,-63,-52,-70,-48,-87,-87,4
1599,-64,-57,-53,-66,-48,-92,-87,4
1600,-63,-54,-53,-65,-52,-92,-89,4
1602,-70,-59,-56,-64,-46,-88,-95,4
1603,-65,-62,-49,-67,-45,-88,-94,4
1604,-63,-59,-53,-70,-46,-86,-88,4
1605,-61,-61,-52,-68,-45,-88,-88,4
1606,-62,-61,-51,-68,-48,-88,-88,4
1607,-63,-57,-53,-63,-48,-85,-92,4
1608,-62,-55,-53,-65,-50,-88,-93,4
1609,-64,-59,-52,-65,-50,-88,-85,4
1612,-63,-57,-57,-62,-51,-89,-84,4
1613,-63,-58,-50,-63,-48,-91,-85,4
1614,-64,-54,-56,-66,-52,-88,-85,4
1615,-63,-59,-51,-72,-55,-96,-92,4
1617,-61,-56,-49,-60,-52,-91,-85,4
1619,-61,-61,-49,-58,-54,-94,-85,4
1620,-66,-59,-52,-63,-59,-88,-87,4
1623,-65,-61,-56,-67,-50,-89,-91,4
1625,-63,-58,-57,-61,-52,-89,-93,4
1627,-64,-55,-55,-62,-49,-93,-85,4
1628,-59,-62,-54,-62,-46,-87,-91,4
1629,-64,-58,-49,-64,-49,-92,-91,4
1630,-66,-54,-53,-71,-48,-92,-91,4
1631,-66,-56,-56,-63,-50,-89,-91,4
1632,-66,-54,-54,-64,-47,-89,-86,4
1633,-67,-55,-56,-64,-50,-88,-87,4
1635,-66,-56,-55,-67,-48,-87,-87,4
1637,-66,-57,-55,-65,-48,-91,-87,4
1638,-67,-57,-55,-65,-49,-88,-87,4
1639,-68,-57,-54,-64,-51,-89,-87,4
1640,-67,-56,-55,-64,-49,-91,-89,4
1641,-65,-56,-54,-63,-49,-92,-89,4
1642,-64,-55,-55,-66,-49,-88,-88,4
1643,-67,-56,-52,-64,-51,-89,-85,4
1645,-65,-57,-56,-63,-48,-92,-85,4
1646,-65,-57,-54,-70,-50,-88,-85,4
1647,-66,-57,-55,-65,-51,-88,-88,4
1648,-66,-59,-47,-67,-51,-94,-88,4
1649,-66,-59,-45,-67,-52,-93,-92,4
1651,-65,-57,-45,-69,-48,-91,-94,4
1652,-64,-59,-46,-65,-48,-91,-91,4
1655,-63,-58,-47,-66,-48,-93,-92,4
1656,-64,-59,-45,-65,-51,-93,-92,4
1657,-64,-58,-45,-65,-51,-92,-92,4
1658,-64,-60,-45,-66,-52,-92,-92,4
1659,-64,-60,-44,-66,-52,-91,-92,4
1660,-65,-57,-45,-66,-47,-92,-92,4
1661,-64,-58,-45,-66,-48,-89,-93,4
1663,-67,-64,-47,-64,-50,-88,-91,4
1665,-64,-56,-51,-65,-49,-91,-94,4
1666,-63,-56,-55,-60,-52,-86,-98,4
1667,-64,-57,-53,-61,-50,-86,-98,4
1668,-64,-54,-55,-59,-52,-88,-98,4
1669,-61,-57,-54,-65,-52,-89,-88,4
1670,-65,-56,-49,-61,-44,-88,-91,4
1673,-60,-53,-50,-66,-39,-86,-86,4
1674,-61,-56,-44,-61,-49,-91,-86,4
1675,-61,-51,-49,-59,-56,-91,-89,4
1676,-65,-52,-48,-63,-48,-91,-88,4
1677,-69,-52,-48,-66,-48,-88,-87,4
1678,-67,-52,-46,-66,-47,-89,-87,4
1679,-67,-53,-46,-64,-48,-88,-87,4
1680,-66,-52,-48,-71,-55,-88,-87,4
1682,-65,-52,-46,-64,-49,-88,-87,4
1684,-65,-51,-49,-63,-49,-92,-91,4
1685,-64,-48,-54,-58,-52,-80,-88,4
1686,-60,-52,-45,-58,-51,-87,-80,4
1687,-57,-54,-46,-53,-44,-85,-84,4
1688,-58,-54,-44,-59,-47,-83,-86,4
1691,-60,-57,-58,-58,-50,-83,-88,4
1692,-64,-55,-55,-58,-51,-89,-88,4
1693,-64,-54,-52,-58,-52,-89,-88,4
1694,-59,-53,-49,-59,-45,-89,-88,4
1696,-61,-58,-52,-61,-45,-92,-81,4
1698,-62,-57,-44,-61,-44,-89,-87,4
1700,-61,-54,-45,-66,-45,-88,-87,4
1701,-60,-55,-47,-59,-54,-91,-80,4
1702,-57,-59,-44,-60,-56,-87,-85,4
1703,-56,-54,-48,-57,-51,-84,-89,4
1704,-58,-54,-46,-55,-50,-87,-91,4
1705,-58,-51,-46,-58,-50,-79,-87,4
1706,-59,-55,-48,-59,-52,-86,-85,4
1707,-57,-61,-54,-64,-48,-87,-91,4
1708,-64,-55,-52,-61,-50,-92,-94,4
1709,-62,-57,-50,-62,-49,-93,-86,4
1711,-62,-58,-50,-58,-47,-95,-87,4
1712,-57,-52,-44,-59,-51,-88,-85,4
1713,-55,-53,-47,-57,-50,-85,-85,4
1714,-57,-52,-46,-60,-43,-88,-85,4
1715,-64,-57,-48,-60,-39,-88,-85,4
1717,-63,-62,-49,-63,-45,-92,-86,4
1718,-59,-52,-44,-57,-49,-85,-87,4
1723,-59,-56,-56,-65,-49,-92,-88,4
1724,-59,-56,-58,-66,-51,-92,-88,4
1725,-60,-58,-55,-65,-50,-91,-86,4
1726,-60,-58,-57,-68,-50,-96,-87,4
1727,-61,-58,-58,-67,-50,-96,-85,4
1728,-59,-57,-56,-65,-49,-91,-86,4
1729,-61,-58,-57,-66,-49,-93,-86,4
1731,-61,-58,-56,-67,-50,-95,-88,4
1732,-61,-57,-54,-67,-52,-89,-86,4
1733,-58,-57,-55,-66,-51,-88,-87,4
1734,-60,-57,-55,-65,-51,-94,-86,4
1735,-60,-58,-56,-64,-52,-93,-86,4
1736,-58,-56,-56,-64,-50,-82,-87,4
1737,-61,-55,-55,-66,-61,-83,-92,4
1738,-60,-56,-57,-65,-49,-85,-89,4
1739,-60,-58,-56,-66,-51,-85,-89,4
1740,-61,-56,-57,-65,-54,-85,-88,4
1741,-61,-57,-57,-66,-55,-83,-87,4
1742,-60,-57,-56,-64,-52,-84,-88,4
1743,-61,-59,-56,-64,-50,-85,-87,4
1744,-61,-56,-55,-63,-52,-84,-87,4
1745,-58,-61,-56,-64,-49,-83,-87,4
1746,-61,-56,-55,-63,-47,-85,-89,4
1747,-61,-58,-48,-57,-52,-91,-92,4
1749,-62,-61,-52,-69,-42,-88,-92,4
1750,-64,-57,-54,-69,-43,-88,-92,4
1752,-63,-59,-54,-77,-42,-91,-92,4
1753,-64,-59,-55,-66,-44,-93,-92,4
1754,-64,-59,-51,-67,-43,-88,-92,4
1755,-62,-60,-55,-67,-43,-88,-92,4
1756,-63,-58,-54,-67,-43,-88,-98,4
1757,-62,-59,-53,-64,-44,-89,-98,4
1758,-61,-62,-54,-69,-46,-93,-98,4
1759,-62,-59,-52,-69,-46,-91,-98,4
1761,-60,-53,-48,-61,-46,-85,-85,4
1762,-56,-55,-43,-57,-52,-93,-85,4
1764,-56,-55,-50,-59,-62,-84,-86,4
1765,-58,-56,-46,-56,-62,-84,-87,4
1766,-59,-54,-51,-59,-58,-80,-87,4
1767,-58,-54,-53,-60,-47,-82,-83,4
1768,-63,-54,-47,-64,-50,-83,-88,4
1769,-58,-55,-57,-64,-47,-85,-89,4
1770,-63,-57,-47,-64,-49,-86,-81,4
1771,-63,-58,-50,-57,-46,-91,-93,4
1774,-56,-56,-40,-62,-50,-86,-86,4
1775,-63,-52,-43,-63,-51,-87,-88,4
1776,-60,-56,-44,-53,-46,-87,-88,4
1777,-64,-56,-48,-62,-53,-88,-87,4
1778,-59,-56,-41,-54,-46,-89,-88,4
1779,-60,-59,-51,-59,-53,-88,-88,4
1780,-62,-58,-54,-61,-52,-88,-85,4
1781,-61,-53,-50,-59,-46,-84,-93,4
1782,-60,-56,-44,-59,-46,-81,-86,4
1783,-64,-57,-52,-60,-40,-87,-87,4
1787,-61,-55,-52,-61,-44,-88,-92,4
1788,-62,-58,-52,-63,-50,-87,-88,4
1789,-63,-57,-55,-63,-49,-88,-81,4
1792,-57,-53,-51,-57,-48,-88,-85,4
1793,-61,-55,-46,-57,-46,-83,-85,4
1794,-56,-53,-49,-60,-48,-82,-85,4
1795,-61,-56,-52,-62,-52,-82,-87,4
1796,-64,-58,-48,-63,-42,-85,-93,4
1797,-58,-56,-44,-60,-47,-84,-85,4
1798,-58,-51,-49,-61,-48,-88,-85,4
1800,-61,-52,-48,-57,-47,-85,-85,4
1801,-59,-50,-51,-59,-51,-83,-85,4
1803,-61,-55,-45,-57,-53,-91,-82,4
1804,-56,-51,-45,-54,-52,-79,-85,4
1805,-56,-60,-55,-55,-53,-88,-85,4
1806,-60,-60,-46,-54,-49,-81,-83,4
1808,-59,-56,-50,-60,-52,-81,-85,4
1809,-57,-56,-49,-58,-50,-87,-85,4
1810,-60,-58,-53,-55,-53,-83,-84,4
1811,-61,-52,-49,-58,-51,-91,-84,4
1812,-57,-57,-48,-59,-49,-88,-88,4
1813,-58,-54,-49,-60,-55,-91,-93,4
1814,-60,-59,-50,-58,-45,-87,-89,4
1815,-61,-57,-50,-59,-46,-91,-89,4
1816,-63,-53,-59,-62,-45,-88,-86,4
1819,-62,-62,-55,-64,-42,-86,-92,4
1820,-63,-56,-50,-56,-49,-89,-92,4
1822,-59,-49,-44,-61,-45,-89,-89,4
1823,-60,-61,-49,-60,-50,-89,-88,4
1825,-61,-54,-50,-63,-42,-92,-93,4
1826,-60,-49,-48,-62,-48,-85,-93,4
1827,-59,-49,-45,-57,-52,-80,-82,4
1828,-62,-56,-49,-58,-45,-85,-82,4
1829,-65,-54,-53,-61,-43,-84,-83,4
1830,-64,-59,-53,-63,-52,-87,-83,4
1831,-62,-58,-52,-65,-49,-89,-84,4
1834,-59,-52,-49,-55,-56,-83,-81,4
1835,-57,-60,-47,-59,-50,-79,-88,4
1837,-60,-51,-51,-59,-54,-86,-89,4
1838,-57,-56,-48,-66,-49,-84,-91,4
1839,-61,-56,-47,-60,-48,-83,-87,4
1840,-58,-49,-50,-61,-51,-83,-87,4
1841,-58,-50,-43,-56,-55,-83,-87,4
1842,-58,-53,-48,-58,-54,-88,-89,4
1843,-57,-56,-48,-59,-47,-86,-89,4
1844,-58,-57,-48,-64,-52,-92,-87,4
1846,-58,-54,-53,-64,-51,-87,-91,4
1847,-59,-55,-55,-62,-47,-91,-84,4
1848,-59,-55,-54,-64,-44,-86,-86,4
1850,-60,-54,-53,-64,-47,-85,-86,4
1851,-63,-53,-52,-64,-47,-93,-86,4
1854,-64,-55,-48,-61,-50,-83,-87,4
1855,-64,-58,-47,-61,-52,-85,-86,4
1857,-58,-56,-50,-58,-47,-87,-80,4
1858,-58,-60,-50,-61,-50,-87,-78,4
1859,-58,-56,-49,-60,-53,-86,-91,4
1860,-59,-55,-46,-66,-50,-86,-91,4
1861,-58,-57,-50,-58,-50,-82,-84,4
1862,-62,-57,-48,-63,-47,-88,-84,4
1863,-62,-59,-50,-66,-54,-95,-84,4
1864,-60,-57,-50,-63,-49,-87,-86,4
1865,-62,-59,-48,-65,-51,-87,-86,4
1866,-58,-65,-47,-71,-51,-86,-83,4
1867,-58,-56,-48,-65,-49,-87,-81,4
1868,-63,-54,-49,-62,-43,-89,-91,4
1869,-64,-57,-47,-58,-46,-89,-86,4
1870,-60,-55,-54,-58,-55,-86,-88,4
1871,-63,-56,-52,-65,-47,-82,-92,4
1872,-59,-57,-49,-66,-41,-87,-86,4
1873,-62,-53,-55,-65,-49,-87,-87,4
1874,-61,-58,-46,-69,-53,-82,-81,4
1875,-61,-58,-50,-59,-52,-84,-84,4
1876,-60,-56,-48,-61,-49,-92,-82,4
1877,-55,-50,-46,-57,-48,-76,-87,4
1878,-56,-54,-43,-60,-50,-86,-85,4
1879,-58,-57,-49,-64,-49,-89,-81,4
1880,-58,-52,-49,-60,-47,-87,-92,4
1881,-57,-55,-50,-63,-50,-89,-79,4
1882,-57,-57,-50,-59,-54,-85,-81,4
1883,-58,-58,-51,-61,-51,-85,-89,4
1885,-57,-54,-48,-55,-47,-82,-86,4
1886,-60,-54,-50,-70,-48,-84,-84,4
1887,-59,-59,-49,-62,-47,-82,-81,4
1889,-59,-50,-45,-60,-48,-83,-85,4
1890,-56,-54,-50,-58,-50,-83,-85,4
1891,-59,-53,-45,-60,-51,-87,-86,4
1892,-54,-46,-48,-55,-48,-84,-85,4
1893,-58,-53,-44,-62,-52,-84,-88,4
1894,-61,-52,-48,-61,-45,-90,-88,4
1896,-60,-53,-52,-62,-50,-91,-88,4
1898,-59,-51,-49,-63,-45,-86,-83,4
1899,-59,-52,-44,-64,-43,-87,-83,4
1900,-61,-49,-42,-66,-43,-80,-91,4
1903,-64,-51,-44,-61,-50,-88,-85,4
1904,-58,-53,-42,-61,-51,-87,-82,4
1905,-56,-53,-42,-61,-55,-87,-82,4
1906,-56,-55,-44,-60,-49,-84,-80,4
1907,-56,-53,-42,-61,-49,-83,-83,4
1908,-59,-50,-45,-63,-49,-84,-86,4
1909,-59,-58,-48,-65,-53,-83,-90,4
1910,-60,-55,-42,-63,-53,-91,-79,4
1911,-59,-51,-46,-58,-46,-90,-90,4
1912,-63,-53,-47,-58,-46,-90,-81,4
1913,-57,-51,-47,-61,-50,-90,-88,4
1914,-58,-56,-51,-65,-53,-87,-87,4
1916,-63,-54,-52,-59,-44,-86,-92,4
1917,-57,-58,-52,-66,-46,-86,-90,4
1919,-61,-59,-52,-55,-48,-91,-84,4
1920,-61,-57,-51,-56,-46,-88,-85,4
1921,-60,-57,-52,-59,-47,-88,-85,4
1922,-61,-58,-53,-57,-45,-86,-90,4
1923,-58,-58,-51,-57,-49,-86,-90,4
1924,-59,-54,-49,-60,-46,-86,-87,4
1925,-57,-61,-45,-62,-48,-87,-88,4
1926,-61,-54,-48,-58,-47,-91,-88,4
1927,-61,-52,-49,-68,-45,-85,-92,4
1928,-57,-56,-47,-58,-44,-88,-82,4
1929,-57,-56,-48,-60,-49,-84,-88,4
1930,-57,-50,-47,-58,-46,-88,-88,4
1932,-58,-56,-52,-58,-48,-87,-85,4
1933,-58,-58,-46,-57,-47,-81,-80,4
1934,-59,-53,-51,-54,-45,-79,-87,4
1935,-60,-50,-48,-55,-46,-79,-87,4
1936,-59,-58,-48,-53,-55,-80,-88,4
1937,-59,-56,-49,-58,-52,-88,-84,4
1942,-59,-52,-50,-55,-49,-87,-86,4
1943,-59,-52,-52,-56,-50,-86,-86,4
1944,-58,-52,-50,-55,-48,-87,-90,4
1946,-55,-50,-49,-60,-45,-86,-87,4
1947,-55,-52,-45,-62,-46,-87,-85,4
1948,-62,-51,-46,-61,-49,-87,-85,4
1949,-60,-55,-46,-59,-49,-87,-83,4
1951,-60,-54,-45,-59,-45,-88,-83,4
1953,-59,-53,-49,-56,-47,-87,-82,4
1954,-59,-52,-50,-55,-55,-87,-85,4
1955,-61,-50,-50,-58,-48,-88,-87,4
1956,-57,-52,-48,-58,-51,-86,-87,4
1957,-58,-51,-51,-56,-54,-85,-83,4
1958,-56,-52,-50,-57,-53,-87,-86,4
1960,-59,-55,-50,-57,-52,-78,-83,4
1961,-61,-50,-51,-59,-55,-87,-83,4
1965,-57,-53,-50,-59,-52,-83,-82,4
1966,-56,-54,-49,-58,-48,-83,-84,4
1968,-58,-55,-50,-60,-48,-87,-93,4
1969,-60,-52,-46,-56,-48,-84,-86,4
1970,-58,-55,-50,-54,-48,-80,-86,4
1971,-61,-51,-52,-56,-47,-86,-90,4
1972,-60,-52,-51,-55,-48,-86,-90,4
1974,-61,-54,-45,-54,-43,-88,-80,4
1977,-55,-57,-43,-59,-53,-81,-85,4
1978,-55,-54,-43,-60,-51,-84,-88,4
1979,-56,-55,-45,-59,-52,-84,-86,4
1980,-55,-54,-46,-60,-50,-84,-86,4
1981,-56,-54,-47,-59,-52,-84,-91,4
1982,-56,-55,-44,-61,-51,-84,-87,4
1983,-57,-55,-48,-59,-51,-81,-86,4
1984,-59,-54,-49,-58,-52,-83,-93,4
1986,-56,-55,-44,-60,-51,-84,-86,4
1987,-56,-53,-43,-61,-58,-80,-85,4
1988,-57,-55,-50,-57,-49,-84,-85,4
1989,-56,-55,-54,-61,-46,-79,-79,4
1990,-57,-54,-49,-61,-43,-79,-85,4
1991,-59,-53,-45,-57,-45,-81,-82,4
1992,-57,-56,-53,-62,-48,-87,-88,4
1993,-63,-55,-50,-63,-50,-91,-85,4
1995,-59,-59,-48,-66,-50,-86,-94,4
1996,-59,-56,-50,-62,-47,-87,-90,4
1997,-62,-59,-46,-65,-45,-87,-88,4
1999,-59,-50,-45,-60,-45,-88,-87,4
